"City","Population","Transect","Plant","Lat.pop","Long.pop","HCN_Result","Locus.Li","Locus.Ac","Dmg.1","Dmg.2","Dmg.Avg","Distance"
"Atlanta","22","NA",1,33.624875,-84.477394,1,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",2,33.624875,-84.477394,0,"0","0",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",3,33.624875,-84.477394,0,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",4,33.624875,-84.477394,0,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",5,33.624875,-84.477394,0,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",6,33.624875,-84.477394,1,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",7,33.624875,-84.477394,1,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",8,33.624875,-84.477394,0,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",9,33.624875,-84.477394,1,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",10,33.624875,-84.477394,1,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",11,33.624875,-84.477394,1,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",12,33.624875,-84.477394,1,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",13,33.624875,-84.477394,1,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",14,33.624875,-84.477394,1,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","22","NA",15,33.624875,-84.477394,1,"1","1",NA,NA,NA,16.0910067351565
"Atlanta","23","NA",1,33.632218,-84.468452,1,"1","1",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",2,33.632218,-84.468452,1,"1","1",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",3,33.632218,-84.468452,0,"1","1",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",4,33.632218,-84.468452,1,"1","1",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",5,33.632218,-84.468452,0,"1","1",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",6,33.632218,-84.468452,0,"1","1",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",7,33.632218,-84.468452,0,"0","0",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",8,33.632218,-84.468452,0,"0","0",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",9,33.632218,-84.468452,1,"1","1",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",10,33.632218,-84.468452,1,"1","1",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",11,33.632218,-84.468452,0,"1","1",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",12,33.632218,-84.468452,0,"0","1",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",13,33.632218,-84.468452,0,"1","0",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",14,33.632218,-84.468452,0,"1","0",NA,NA,NA,14.9679788182159
"Atlanta","23","NA",15,33.632218,-84.468452,1,"1","1",NA,NA,NA,14.9679788182159
"Atlanta","24","NA",1,33.641732,-84.467683,0,"0","0",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",2,33.641732,-84.467683,0,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",3,33.641732,-84.467683,1,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",4,33.641732,-84.467683,0,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",5,33.641732,-84.467683,1,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",6,33.641732,-84.467683,0,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",7,33.641732,-84.467683,0,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",8,33.641732,-84.467683,1,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",9,33.641732,-84.467683,1,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",10,33.641732,-84.467683,1,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",11,33.641732,-84.467683,0,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",12,33.641732,-84.467683,1,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",13,33.641732,-84.467683,1,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",14,33.641732,-84.467683,1,"1","1",NA,NA,NA,14.0222997025358
"Atlanta","24","NA",15,33.641732,-84.467683,0,"0","0",NA,NA,NA,14.0222997025358
"Atlanta","25","NA",1,33.651934,-84.470666,1,"1","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",2,33.651934,-84.470666,1,"1","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",3,33.651934,-84.470666,1,"1","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",4,33.651934,-84.470666,1,"1","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",5,33.651934,-84.470666,0,"1","0",NA,NA,NA,13.228362519896
"Atlanta","25","NA",6,33.651934,-84.470666,1,"1","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",7,33.651934,-84.470666,1,"1","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",8,33.651934,-84.470666,1,"1","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",9,33.651934,-84.470666,0,"0","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",10,33.651934,-84.470666,0,"1","0",NA,NA,NA,13.228362519896
"Atlanta","25","NA",11,33.651934,-84.470666,0,"0","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",12,33.651934,-84.470666,0,"0","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",13,33.651934,-84.470666,0,"0","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",14,33.651934,-84.470666,1,"1","1",NA,NA,NA,13.228362519896
"Atlanta","25","NA",15,33.651934,-84.470666,0,"0","1",NA,NA,NA,13.228362519896
"Atlanta","26","NA",1,33.660549,-84.468862,0,"0","0",NA,NA,NA,12.3571251870779
"Atlanta","26","NA",2,33.660549,-84.468862,1,"1","1",NA,NA,NA,12.3571251870779
"Atlanta","26","NA",3,33.660549,-84.468862,0,"1","1",NA,NA,NA,12.3571251870779
"Atlanta","26","NA",4,33.660549,-84.468862,0,"1","1",NA,NA,NA,12.3571251870779
"Atlanta","26","NA",5,33.660549,-84.468862,0,"1","1",NA,NA,NA,12.3571251870779
"Atlanta","26","NA",6,33.660549,-84.468862,1,"1","1",NA,NA,NA,12.3571251870779
"Atlanta","26","NA",7,33.660549,-84.468862,1,"1","1",NA,NA,NA,12.3571251870779
"Atlanta","26","NA",8,33.660549,-84.468862,1,"1","1",NA,NA,NA,12.3571251870779
"Atlanta","26","NA",9,33.660549,-84.468862,1,"1","1",NA,NA,NA,12.3571251870779
